label	chr	pos1	pos2	type	elem	id	flank_side	elements	strand	ENdb_id	jiang_TEs	jiang_SEs	tonekaboni_COREs_h1	barakat_naive_CSS_RPP	barakat_primed_CSS_RPP	barakat_naive_SE	barakat_primed_SE	kunarso_CTCF_peaks	kunarso_NANOG_peaks	kunarso_OCT4_peaks	HACER_GRO_seq	lu_active_RNAseq	wang_id	wang_state	zhang_RNAseq_rank	goke_id	goke_stage	carter_ltr_subfamily	ATAC_seq_peaks	H1_ChromHMM	H1_CIS	endo_ChromHMM	endo_CIS
nonflanked:LTR7_HERVH-int:2401:5prime	chr12	29274552	29275050	nonflanked	LTR7_HERVH-int	2401	5prime	2	+	NA	TE_02_21001492, TE_02_36402742, TE_02_37000618, TE_02_37100915, TE_02_37800127	Sample_02_296, Sample_02_297, Sample_02_311, Sample_02_312, Sample_02_319, Sample_02_341, Sample_02_421	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HERVH_863	inactive	872	NA	NA	NA	NA	NA	NA	NA	NA
nonflanked:LTR7_HERVH-int:2403:3prime	chr12	46321304	46326337	nonflanked	LTR7_HERVH-int	2403	3prime	2	-	NA	TE_00_01203977, TE_00_01806153, TE_00_01903579, TE_02_03603831, TE_02_04010454, TE_02_04207127, TE_02_06508224, TE_02_12503186, TE_02_28409249	NA	NA	NA	NA	NA	NA	NA	NA	NA	GSE41009_2965	NA	HERVH_869	inactive	1019	NA	NA	NA	NA	EnhA2, TxWk, ZNF-Rpts, Het	cont_EnhA, cont_Het_Rpts	NA	NA
nonflanked:LTR7_HERVH-int:2405:5prime	chr12	59101643	59107080	nonflanked	LTR7_HERVH-int	2405	5prime	7	+	NA	TE_01_04516600, TE_02_12403068, TE_02_17819543, TE_02_27010856	NA	NA	NA	NA	NA	NA	NA	NA	NA	GSE41009_3051	NA	HERVH_873	moderately	873	104934	4cell	NA	NA	NA	NA	NA	NA
nonflanked:LTR7_HERVH-int:2410:3prime	chr12	72825017	72826742	nonflanked	LTR7_HERVH-int	2410	3prime	3	+	NA	TE_00_02415592, TE_02_13306133, TE_02_03808702	NA	NA	NA	NA	NA	NA	NA	NA	NA	GSE41009_3147	NA	HERVH_882	inactive	1138	NA	NA	NA	1	NA	NA	NA	NA
nonflanked:LTR7_HERVH-int:2411:3prime	chr12	78840634	78841751	nonflanked	LTR7_HERVH-int	2411	3prime	4	-	NA	TE_00_01304757, TE_01_03101039, TE_02_03621993, TE_02_04207146, TE_02_06406133, TE_02_06504871, TE_02_06601991, TE_02_06702126, TE_02_12402241	NA	NA	747	196	NA	NA	NA	1	1	GSE41009_3199, GSE64758_408	NA	HERVH_885	moderately	518	349166	hescp10	NA	1	EnhA2	cont_Low_TssBiv	NA	NA
nonflanked:LTR7_HERVH-int:2412:3prime	chr12	81975233	81976109	nonflanked	LTR7_HERVH-int	2412	3prime	3	-	NA	TE_00_02411553, TE_02_03815514, TE_02_04311720, TE_02_06412954, TE_02_17711630	NA	NA	NA	NA	NA	NA	NA	NA	NA	GSE41009_3215, GSE64758_412	NA	HERVH_888	inactive	1023	NA	NA	NA	2	NA	NA	NA	NA
nonflanked:LTR7_HERVH-int:2413:5prime	chr12	88368037	88371980	nonflanked	LTR7_HERVH-int	2413	5prime	3	+	NA	TE_01_07516641, TE_02_24109415, TE_02_28005289, TE_02_39904558, TE_02_40104544, TE_02_40205979, TE_00_01109545, TE_02_14401621	Sample_01_018	NA	NA	NA	NA	NA	NA	NA	NA	GSE41009_3249	NA	HERVH_891	inactive	435	NA	NA	NA	1	NA	NA	NA	NA
nonflanked:LTR7_HERVH-int:2414:3prime	chr12	9833926	9836182	nonflanked	LTR7_HERVH-int	2414	3prime	2	-	NA	TE_02_02400116	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HERVH_845	inactive	1189	NA	NA	NA	NA	NA	NA	NA	NA
nonflanked:LTR7_HERVH-int:2415:3prime	chr12_KN196482v1_fix	2843	7604	nonflanked	LTR7_HERVH-int	2415	3prime	7	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nonflanked:LTR7_HERVH-int:2417:5prime	chr1	35132024	35138025	nonflanked	LTR7_HERVH-int	2417	5prime	4	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HERVH_12	inactive	397	NA	NA	NA	NA	NA	NA	NA	NA
nonflanked:LTR7_HERVH-int:2419:5prime	chr13	54268141	54270743	nonflanked	LTR7_HERVH-int	2419	5prime	4	+	NA	TE_00_01010615, TE_00_01209038, TE_00_01300965, TE_00_01806864, TE_00_02405538, TE_01_03300763, TE_02_03607940, TE_02_03916210, TE_02_04303499, TE_02_32803516, TE_02_04010007, TE_02_04200311	Sample_01_031, Sample_02_038, Sample_02_064, Sample_02_065, Sample_02_066, Sample_02_067, Sample_02_124, Sample_02_125	NA	436, 548	1000, 456	NA	NA	NA	NA	2	E-MTAB-742_52	NA	HERVH_911	highly	157	105005	EpiVsLateb, hescp10	NA	2	EnhA1, TxWk, TssA	cont_EnhA, cont_Tss_Enh	TssFlnk	cont_Low_TssBiv
nonflanked:LTR7_HERVH-int:2420:3prime	chr14	102410503	102411706	nonflanked	LTR7_HERVH-int	2420	3prime	4	+	NA	TE_00_01907234, TE_01_03101241, TE_01_07403960, TE_02_04204271, TE_02_06407885, TE_02_06503715, TE_02_06600974, TE_02_06702908, TE_02_12401406, TE_02_12513902, TE_02_32805483, TE_02_41800713, TE_00_02512579, TE_02_01701154, TE_02_03604270, TE_02_04013022, TE_02_04403321, TE_02_04503995, TE_02_04802794, TE_02_04903371	NA	NA	473	1000	NA	NA	NA	1	NA	NA	NA	HERVH_969	highly	735	105060, 349280	morul	NA	NA	TxWk, EnhA2	cont_EnhA	NA	NA
nonflanked:LTR7_HERVH-int:2422:3prime	chr14	45494961	45499732	nonflanked	LTR7_HERVH-int	2422	3prime	6	-	NA	TE_02_35701716	NA	NA	NA	140	NA	NA	NA	NA	NA	GSE41009_4022, GSE64758_510	NA	HERVH_940	moderately	650	NA	NA	NA	NA	NA	NA	NA	NA
nonflanked:LTR7_HERVH-int:2423:3prime	chr14	47352147	47352561	nonflanked	LTR7_HERVH-int	2423	3prime	3	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HERVH_944	inactive	1028	NA	NA	NA	NA	TxWk, EnhWk	cont_Low_EnhWk, cont_TxWk_EnhWk	NA	NA
nonflanked:LTR7_HERVH-int:2424:5prime	chr1	45315973	45320483	nonflanked	LTR7_HERVH-int	2424	5prime	4	+	NA	TE_02_06513697, TE_00_00325590, TE_00_02406854, TE_01_08420211, TE_02_12408400, TE_02_18412083, TE_02_00203542, TE_02_03928693, TE_02_06700484, TE_02_08203642, TE_02_08401658, TE_02_08501470, TE_02_32802914, TE_02_41800128	NA	NA	NA	NA	present	NA	NA	NA	NA	NA	NA	HERVH_18	moderately	998	NA	NA	NA	NA	EnhWk	cont_Tss_EnhG	NA	NA
nonflanked:LTR7_HERVH-int:2425:3prime	chr1	45321632	45322295	nonflanked	LTR7_HERVH-int	2425	3prime	2	-	NA	TE_00_01201395, TE_00_01306309, TE_00_01804224, TE_00_01906742, TE_00_02406854, TE_00_02414086, TE_01_03100977, TE_01_03302845, TE_01_05408446, TE_02_03611216, TE_02_03823413, TE_02_04209054, TE_02_04312813, TE_02_06406433, TE_02_06504779, TE_02_09404609, TE_02_11807334, TE_02_12408400, TE_02_12503472, TE_02_00203542, TE_02_06700484, TE_02_08203642, TE_02_08401658, TE_02_08501470, TE_02_32802914, TE_02_41800128	NA	NA	NA	NA	present	NA	NA	1	NA	NA	NA	HERVH_18	moderately	605	104708	EpiVsHesc, EpiVsLateb	NA	1	TssA, EnhA2	cont_TxWk_EnhWk	EnhA2, TxWk	cont_Low_TssBiv, cont_Tss_EnhG
nonflanked:LTR7_HERVH-int:2426:3prime	chr14	59445364	59449785	nonflanked	LTR7_HERVH-int	2426	3prime	8	+	NA	TE_00_02418056, TE_02_14009588, TE_01_07301603, TE_01_07404905, TE_01_08304920, TE_01_08600779, TE_02_03801227, TE_02_04302909, TE_02_17103683, TE_02_17208032, TE_02_26102725	Sample_01_018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HERVH_948	moderately	184	105050	hescp10	NA	NA	NA	NA	NA	NA
nonflanked:LTR7_HERVH-int:2428:3prime	chr14	82060902	82065781	nonflanked	LTR7_HERVH-int	2428	3prime	6	-	NA	TE_01_03305826, TE_02_03612135, TE_02_06413688, TE_02_12511106, TE_01_05003897, TE_02_18505765	NA	NA	NA	NA	NA	NA	NA	NA	NA	GSE41009_4219, GSE64758_534	NA	HERVH_956	inactive	880	NA	NA	NA	NA	NA	NA	NA	NA
nonflanked:LTR7_HERVH-int:2430:3prime	chr1	5114486	5118888	nonflanked	LTR7_HERVH-int	2430	3prime	7	+	NA	TE_00_01202117, TE_00_01301435, TE_00_01906830, TE_00_02411232, TE_02_04205033, TE_02_06710435, TE_02_09402182, TE_02_12401144, TE_02_04300658, TE_02_03802112, TE_02_04508355	NA	NA	288	1000	NA	NA	NA	1	1	E-MTAB-742_22, GSE41009_924, GSE64758_142	NA	HERVH_3	moderately	325	104624	hescp10	NA	1	TxWk	cont_TxWk_EnhWk	NA	NA
nonflanked:LTR7_HERVH-int:2431:3prime	chr15	36285827	36290875	nonflanked	LTR7_HERVH-int	2431	3prime	7	-	NA	NA	Sample_02_133	NA	NA	NA	NA	NA	NA	1	NA	GSE41009_4441, GSE64758_566	NA	HERVH_972	moderately	360	349344	hescp0	NA	1	NA	NA	NA	NA
nonflanked:LTR7_HERVH-int:2433:3prime	chr15	87041968	87045508	nonflanked	LTR7_HERVH-int	2433	3prime	6	+	NA	TE_01_04608429, TE_02_09713253, TE_02_09916014, TE_02_11500128, TE_02_30109287, TE_00_02402361	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HERVH_984	inactive	772	NA	NA	NA	NA	NA	NA	NA	NA
nonflanked:LTR7_HERVH-int:2441:3prime	chr1	63572743	63574886	nonflanked	LTR7_HERVH-int	2441	3prime	5	-	NA	TE_00_01204146, TE_00_01304484, TE_00_01700565, TE_01_03100531, TE_01_03303586, TE_02_01709731, TE_02_04203825, TE_02_04304974, TE_02_06401338, TE_02_06600255, TE_02_09404488, TE_02_12504768, TE_02_32807209, TE_02_41802739, TE_00_02403653, TE_02_03604393, TE_02_03808716, TE_02_06500891, TE_02_06700964	NA	NA	263, 184	219, 1000	NA	NA	NA	1	1	NA	NA	HERVH_23	moderately	338	NA	NA	NA	3	TxWk, EnhA2, TssA, TssFlnkU	cont_EnhA, cont_Low_TssBiv, cont_Tx_EnhG2	EnhA2	cont_Low_TssBiv
nonflanked:LTR7_HERVH-int:2442:5prime	chr16	47838740	47844564	nonflanked	LTR7_HERVH-int	2442	5prime	4	+	NA	TE_02_21619831	NA	NA	NA	NA	NA	NA	NA	2	NA	GSE41009_4948	NA	HERVH_1010	inactive	773	NA	NA	NA	NA	EnhWk, TxWk	cont_Low_EnhWk	NA	NA
nonflanked:LTR7_HERVH-int:2444:3prime	chr16	71708059	71708575	nonflanked	LTR7_HERVH-int	2444	3prime	2	+	NA	TE_00_01605124, TE_00_01806370, TE_00_02314404, TE_01_03101815, TE_01_03302326, TE_01_03408816, TE_01_03609809, TE_01_05104344, TE_01_05903908, TE_01_07213743, TE_02_01008561, TE_02_01703942, TE_02_02003384, TE_02_03602351, TE_02_03823975, TE_02_06409349, TE_02_06603915, TE_02_06702829, TE_02_06804622, TE_02_09402578, TE_02_11703629, TE_02_12109286, TE_02_13301603, TE_02_18011025, TE_02_21116808, TE_02_21312657, TE_02_24212346, TE_02_26806801, TE_02_28810296, TE_02_32801827, TE_02_32901201, TE_02_35207075, TE_02_35806452, TE_02_36412227, TE_02_36809776, TE_02_36905910, TE_02_37905909, TE_02_40310887, TE_02_40505728, TE_02_40607240, TE_02_41802257, TE_02_41906926, TE_02_43309257, TE_00_01200428, TE_00_01300837, TE_00_01901120, TE_00_02001863, TE_00_03501677, TE_01_00606185, TE_01_01204684, TE_01_04003384, TE_01_04603547, TE_01_07901226, TE_01_08902082, TE_02_01106042, TE_02_04200007, TE_02_05604876, TE_02_06500768, TE_02_06906453, TE_02_08201060, TE_02_08300531, TE_02_08400582, TE_02_08500886, TE_02_08614449, TE_02_08709206, TE_02_09505277, TE_02_09603052, TE_02_10802222, TE_02_11008438, TE_02_11501304, TE_02_12402514, TE_02_12502403, TE_02_15003446, TE_02_16603414, TE_02_16703129, TE_02_17701245, TE_02_23701970, TE_02_24306161, TE_02_24601025, TE_02_28003475, TE_02_35301682, TE_02_35501421, TE_02_35703333, TE_02_39802901, TE_02_39902756, TE_02_40102761, TE_02_40203702, TE_02_42000724, TE_02_42302481, TE_02_42603542, TE_02_42706019, TE_03_00403550, TE_03_00503760, TE_03_00804486, TE_03_00903414, TE_03_01003529, TE_03_01303421, TE_03_01402794, TE_03_01504167, TE_03_01603374	Sample_00_024	NA	NA	180	NA	NA	NA	NA	NA	NA	NA	HERVH_1020	inactive	699	NA	NA	NA	3	EnhA1, EnhA2	cont_EnhA	EnhA1	cont_Low_TssBiv
nonflanked:LTR7_HERVH-int:2456:3prime	chr18	51570062	51574789	nonflanked	LTR7_HERVH-int	2456	3prime	7	-	NA	TE_01_08118136, TE_02_04300198, TE_02_37003991, TE_02_37102758	Sample_02_038	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HERVH_1050	inactive	740	NA	NA	NA	NA	NA	NA	NA	NA
nonflanked:LTR7_HERVH-int:2459:5prime	chr19	17593565	17598095	nonflanked	LTR7_HERVH-int	2459	5prime	5	+	NA	TE_02_41805548, TE_02_12404242	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HERVH_1067	moderately	529	105212	hescp10	NA	1	EnhWk	cont_Low_EnhWk	NA	NA
nonflanked:LTR7_HERVH-int:2460:3prime	chr19	20154965	20161284	nonflanked	LTR7_HERVH-int	2460	3prime	8	+	NA	TE_01_05407957, TE_02_40306422, TE_02_03808494, TE_02_04304816, TE_02_09603464, TE_02_25701468, TE_02_31403813, TE_01_08700661	Sample_01_021, Sample_02_124	NA	NA	NA	NA	NA	NA	2	1	GSE41009_6014, GSE64758_761	NA	HERVH_1069	moderately	260	349452	morul	NA	NA	Het	cont_Tx_EnhG2	NA	NA
nonflanked:LTR7_HERVH-int:2463:5prime	chr19	28431622	28435712	nonflanked	LTR7_HERVH-int	2463	5prime	5	-	NA	TE_00_00908571, TE_00_02706205, TE_01_04800356, TE_01_06701603, TE_02_02403613, TE_02_32010086, TE_02_32114573, TE_02_42806054, TE_02_42906678, TE_02_43007000, TE_01_02501658, TE_02_01000681, TE_02_01100497, TE_02_11801248, TE_02_26702841, TE_02_26800365, TE_02_02101462, TE_02_24001615, TE_02_24204478, TE_02_35801885, TE_02_43210066	Sample_00_045, Sample_01_053, Sample_02_119, Sample_02_226	NA	NA	NA	present	present	1	1	NA	GSE41009_6093	NA	HERVH_1079	moderately	828	NA	NA	NA	NA	Het, ZNF-Rpts	cont_Het_Rpts	Het	cont_Low_TssBiv
nonflanked:LTR7_HERVH-int:2464:5prime	chr19	34514095	34517725	nonflanked	LTR7_HERVH-int	2464	5prime	4	+	NA	NA	Sample_02_396	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HERVH_1080	inactive	1142	NA	NA	NA	NA	Het	cont_Het_Rpts_strong	NA	NA
nonflanked:LTR7_HERVH-int:2467:3prime	chr19	52755541	52756855	nonflanked	LTR7_HERVH-int	2467	3prime	4	+	NA	NA	Sample_00_024, Sample_02_124	NA	265	NA	NA	NA	NA	1	NA	NA	NA	HERVH_1092	inactive	1047	NA	NA	NA	NA	Het, TxWk, EnhWk	cont_Het_Rpts, cont_TxWk_EnhWk	NA	NA
nonflanked:LTR7_HERVH-int:2470:5prime	chr19_GL949746v1_alt	800652	803987	nonflanked	LTR7_HERVH-int	2470	5prime	2	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nonflanked:LTR7_HERVH-int:2471:5prime	chr19_GL949748v2_alt	877240	880575	nonflanked	LTR7_HERVH-int	2471	5prime	2	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nonflanked:LTR7_HERVH-int:2472:5prime	chr19_GL949749v2_alt	904777	908112	nonflanked	LTR7_HERVH-int	2472	5prime	2	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nonflanked:LTR7_HERVH-int:2473:5prime	chr19_GL949750v2_alt	879326	882661	nonflanked	LTR7_HERVH-int	2473	5prime	2	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nonflanked:LTR7_HERVH-int:2474:5prime	chr19_GL949751v2_alt	815619	818954	nonflanked	LTR7_HERVH-int	2474	5prime	2	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nonflanked:LTR7_HERVH-int:2475:5prime	chr19_GL949753v2_alt	609415	612750	nonflanked	LTR7_HERVH-int	2475	5prime	2	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nonflanked:LTR7_HERVH-int:2476:3prime	chr20	45584244	45588141	nonflanked	LTR7_HERVH-int	2476	3prime	6	-	NA	TE_02_03901983	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HERVH_1110	inactive	834	NA	NA	NA	NA	Het	cont_Low_TssBiv	NA	NA
nonflanked:LTR7_HERVH-int:2477:5prime	chr2	110217883	110219194	nonflanked	LTR7_HERVH-int	2477	5prime	2	+	NA	TE_01_02711518, TE_02_09912038, TE_02_25703370, TE_00_01109497, TE_00_02506045, TE_00_03200841, TE_01_07601481, TE_02_03814699, TE_02_10508233, TE_02_16906056, TE_02_17006497, TE_02_17213040, TE_02_24311969, TE_02_24406088, TE_02_28405265, TE_02_36702121, TE_02_39603532	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HERVH_146	inactive	1049	NA	NA	NA	NA	Het	cont_Het_Rpts	NA	NA
nonflanked:LTR7_HERVH-int:2478:3prime	chr2	123659078	123661097	nonflanked	LTR7_HERVH-int	2478	3prime	3	-	NA	TE_02_12513703	NA	NA	NA	NA	NA	NA	NA	1	NA	GSE41009_6400	NA	HERVH_150	inactive	1215	NA	NA	NA	NA	ZNF-Rpts, Het	cont_Het_Rpts	NA	NA
nonflanked:LTR7_HERVH-int:2480:5prime	chr21	37587925	37592508	nonflanked	LTR7_HERVH-int	2480	5prime	5	-	NA	TE_00_01008240, TE_00_01200964, TE_00_01301771, TE_00_01806753, TE_00_01905524, TE_00_02114510, TE_01_03101296, TE_01_07615101, TE_02_01702548, TE_02_01803115, TE_02_03601695, TE_02_03914907, TE_02_04022484, TE_02_04207683, TE_02_06402976, TE_02_06502455, TE_02_06603922, TE_02_06701703, TE_02_09400025, TE_02_11411059, TE_02_12506105, TE_02_21618529, TE_02_32800972, TE_02_32900952, TE_02_33009431, TE_02_39703928, TE_02_41205550, TE_02_41702412, TE_02_41801482	Sample_02_038, Sample_02_043, Sample_00_024	NA	184	380, 1000	NA	present	NA	NA	NA	NA	NA	HERVH_1120	moderately	133	105431	2cell	NA	NA	TxWk, TssFlnkU, TssFlnk	cont_TxWk_EnhWk, cont_Tss_EnhG	TssFlnk, TssFlnkU	cont_Low_TssBiv
nonflanked:LTR7_HERVH-int:2481:5prime	chr2	137684382	137688660	nonflanked	LTR7_HERVH-int	2481	5prime	5	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HERVH_151	inactive	741	NA	NA	NA	NA	Het	cont_Low_TssBiv	NA	NA
nonflanked:LTR7_HERVH-int:2483:3prime	chr2	153534535	153536035	nonflanked	LTR7_HERVH-int	2483	3prime	4	-	NA	TE_02_03824646, TE_00_01203976, TE_00_01301687, TE_00_02417973, TE_02_03604556, TE_02_04208853, TE_02_06402447, TE_02_06502025, TE_02_06603115, TE_02_06701132, TE_02_09404542, TE_02_12410479	NA	NA	342	1000	NA	NA	NA	1	1	GSE41009_6570	NA	HERVH_159	moderately	207	105370	hescp0, hescp10	NA	2	TxWk	cont_TxWk_EnhWk	NA	NA
nonflanked:LTR7_HERVH-int:2484:3prime	chr2	154582638	154587189	nonflanked	LTR7_HERVH-int	2484	3prime	8	-	NA	TE_02_04300130, TE_00_02010000, TE_00_03611115, TE_02_04202200, TE_02_12403345, TE_00_02400184, TE_02_06500402, TE_02_06700498, TE_02_32508984	Sample_02_036, Sample_02_038	NA	353	NA	NA	NA	NA	1	NA	GSE41009_6574, GSE64758_830	NA	HERVH_160	inactive	962	NA	NA	NA	1	EnhA2, TxWk, EnhWk	cont_Low_TssBiv, cont_EnhA	NA	NA
nonflanked:LTR7_HERVH-int:2485:5prime	chr2	164459159	164463273	nonflanked	LTR7_HERVH-int	2485	5prime	5	+	NA	TE_02_12405683	NA	NA	141, 473	659	NA	NA	NA	1	NA	GSE41009_6645	NA	HERVH_165	moderately	305	NA	NA	NA	1	EnhWk	cont_Low_EnhWk	NA	NA
nonflanked:LTR7_HERVH-int:2486:3prime	chr2	169133782	169136806	nonflanked	LTR7_HERVH-int	2486	3prime	6	+	NA	TE_00_02404475, TE_02_38108499	Sample_02_336	NA	145	NA	NA	NA	NA	NA	NA	NA	NA	HERVH_167	moderately	117	105306	hescp10	NA	NA	NA	NA	NA	NA
nonflanked:LTR7_HERVH-int:2488:3prime	chr2	200201862	200202683	nonflanked	LTR7_HERVH-int	2488	3prime	2	-	NA	TE_00_01204088, TE_00_01301188, TE_00_01605363, TE_00_01903331, TE_00_02405195, TE_01_03301565, TE_02_01703052, TE_02_04204723, TE_02_06400572, TE_02_06500720, TE_02_06600002, TE_02_06700586, TE_02_09400745, TE_02_12504987, TE_02_41800734, TE_02_03600868, TE_02_29704749, TE_02_29800607, TE_02_31209722, TE_02_31902135, TE_02_36905817, TE_02_37808588, TE_02_37905816	Sample_01_031	NA	NA	NA	NA	NA	NA	1	NA	E-MTAB-742_93, GSE41009_6862, GSE64758_865	NA	HERVH_184	inactive	1217	NA	NA	NA	1	EnhA2, EnhA1	cont_EnhA	EnhA2	cont_Low_TssBiv
nonflanked:LTR7_HERVH-int:2489:3prime	chr2	230647054	230647540	nonflanked	LTR7_HERVH-int	2489	3prime	2	-	NA	TE_02_37001616, TE_00_00803775, TE_00_00902289, TE_01_03000269, TE_01_08400826, TE_02_02301736, TE_02_03100036, TE_02_05800062, TE_02_05900371, TE_02_06000193, TE_02_12800009, TE_02_22300126, TE_02_22400311, TE_02_22600069, TE_02_23300439, TE_02_23400030, TE_02_24700941, TE_02_33601251, TE_02_34300345, TE_02_34901196	Sample_01_043, Sample_01_044, Sample_02_123, Sample_02_176, Sample_02_221, Sample_02_222, Sample_02_320, Sample_02_321, Sample_02_342, Sample_02_363, Sample_02_431, Sample_02_021, Sample_02_126, Sample_02_127, Sample_02_131, Sample_02_132, Sample_02_240	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HERVH_201	inactive	1218	NA	NA	NA	NA	NA	NA	NA	NA
nonflanked:LTR7_HERVH-int:2491:5prime	chr2	34696877	34701369	nonflanked	LTR7_HERVH-int	2491	5prime	8	-	NA	TE_02_27200535, TE_02_42803474, TE_02_43003940	NA	NA	NA	NA	NA	NA	NA	NA	NA	GSE41009_7147, GSE64758_900	NA	HERVH_107	inactive	782	105336, 349609	oocyt, 2cell, 4cell	NA	NA	NA	NA	NA	NA
nonflanked:LTR7_HERVH-int:2492:3prime	chr2	35814049	35818777	nonflanked	LTR7_HERVH-int	2492	3prime	8	+	NA	TE_00_02400676, TE_02_04300882	Sample_02_038	NA	NA	NA	NA	NA	NA	NA	NA	GSE41009_7158, GSE64758_902	NA	HERVH_111	inactive	831	349508, 105266	2cell, 4cell, zygot	7d2	NA	NA	NA	NA	NA
nonflanked:LTR7_HERVH-int:2493:5prime	chr2	52022983	52027600	nonflanked	LTR7_HERVH-int	2493	5prime	4	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GSE41009_7273	NA	HERVH_119	inactive	1058	NA	NA	NA	NA	NA	NA	NA	NA
nonflanked:LTR7_HERVH-int:2499:3prime	chr3	133430512	133434933	nonflanked	LTR7_HERVH-int	2499	3prime	6	+	NA	TE_02_24600134	Sample_01_057, Sample_02_079, Sample_02_096, Sample_02_394, Sample_02_403	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HERVH_270	inactive	614	NA	NA	NA	NA	NA	NA	NA	NA
nonflanked:LTR7_HERVH-int:2500:3prime	chr3	145111267	145113190	nonflanked	LTR7_HERVH-int	2500	3prime	6	-	NA	TE_00_02409556, TE_02_03618908, TE_02_06513235, TE_02_03807657	NA	NA	NA	326	NA	NA	NA	1	NA	GSE41009_8505, GSE64758_1046	NA	HERVH_276	inactive	294	NA	NA	NA	1	EnhA2, TxWk, EnhWk	cont_Het_Rpts, cont_Low_EnhWk	NA	NA
nonflanked:LTR7_HERVH-int:2501:5prime	chr3	145113190	145116899	nonflanked	LTR7_HERVH-int	2501	5prime	4	+	NA	TE_02_04316194, TE_02_03807657	NA	NA	NA	NA	NA	NA	NA	NA	NA	GSE41009_8505, GSE64758_1046	NA	HERVH_276	inactive	294	NA	NA	NA	1	EnhWk, TxWk	cont_Low_EnhWk	NA	NA
nonflanked:LTR7_HERVH-int:2505:3prime	chr3	162722817	162727229	nonflanked	LTR7_HERVH-int	2505	3prime	7	-	NA	TE_00_01300944, TE_00_02401591, TE_01_03100740, TE_02_03603445, TE_02_03807489, TE_02_06401908, TE_02_06501019, TE_02_06700858, TE_02_12408476, TE_02_12502254, TE_02_35700069, TE_01_05804209, TE_02_17111888, TE_02_17304087, TE_02_17511777, TE_02_18300181	Sample_01_025, Sample_02_316	NA	919	NA	NA	NA	NA	1	NA	GSE41009_8618, GSE64758_1056	NA	HERVH_291	moderately	903	105571	2cell, 4cell	NA	NA	EnhA2	cont_EnhA	NA	NA
nonflanked:LTR7_HERVH-int:2506:3prime	chr3	191928019	191928995	nonflanked	LTR7_HERVH-int	2506	3prime	3	-	NA	TE_00_01203096, TE_00_01301542, TE_00_01604858, TE_01_03100224, TE_01_03301701, TE_02_03608755, TE_02_06401254, TE_02_06500142, TE_02_06700460, TE_02_12502562, TE_02_41800595, TE_00_02401940	NA	NA	NA	809	NA	NA	NA	NA	NA	GSE41009_8798, GSE64758_1093	NA	HERVH_316	inactive	1073	NA	NA	NA	3	EnhA2	cont_Low_TssBiv	NA	NA
